start_indices,desitnation_indices,start_loc,end_loc,cost,truth
"(377, 349)","(297, 507)","54.858333333333334,-3.091666666666667","55.525,-1.7750000000000004",184.279052734375,124.33333333333333
"(297, 507)","(495, 358)","55.525,-1.7750000000000004","53.875,-3.0166666666666666",254.9073944091797,207.2
"(495, 358)","(490, 402)","53.875,-3.0166666666666666","53.916666666666664,-2.65",45.54012680053711,41.766666666666666
"(490, 402)","(213, 363)","53.916666666666664,-2.65","56.225,-2.975",298.5100402832031,245.9
"(213, 363)","(494, 498)","56.225,-2.975","53.88333333333333,-1.8499999999999996",345.73504638671875,284.15
"(494, 498)","(138, 349)","53.88333333333333,-1.8499999999999996","56.85,-3.091666666666667",406.9083251953125,341.15
"(138, 349)","(280, 49)","56.85,-3.091666666666667","55.666666666666664,-5.591666666666667",349.9494323730469,280.05
"(280, 49)","(268, 308)","55.666666666666664,-5.591666666666667","55.766666666666666,-3.4333333333333336",273.5989685058594,233.08333333333334
"(268, 308)","(410, 363)","55.766666666666666,-3.4333333333333336","54.583333333333336,-2.975",157.63572692871094,131.68333333333334
"(410, 363)","(481, 379)","54.583333333333336,-2.975","53.99166666666667,-2.841666666666667",79.26228332519531,79.1
"(481, 379)","(157, 300)","53.99166666666667,-2.841666666666667","56.69166666666667,-3.5",313.04437255859375,263.71666666666664
"(157, 300)","(426, 11)","56.69166666666667,-3.5","54.45,-5.908333333333333",inf,386.78333333333336
"(426, 11)","(265, 297)","54.45,-5.908333333333333","55.791666666666664,-3.525",inf,326.73333333333335
"(265, 297)","(431, 596)","55.791666666666664,-3.525","54.40833333333333,-1.0333333333333332",318.6717224121094,233.15
"(431, 596)","(384, 374)","54.40833333333333,-1.0333333333333332","54.8,-2.8833333333333333",198.21267700195312,143.45
"(384, 374)","(431, 606)","54.8,-2.8833333333333333","54.40833333333333,-0.9500000000000002",206.6312255859375,138.96666666666667
"(431, 606)","(46, 434)","54.40833333333333,-0.9500000000000002","57.61666666666667,-2.3833333333333333",553.75390625,398.5
"(46, 434)","(77, 147)","57.61666666666667,-2.3833333333333333","57.358333333333334,-4.775",261.8258361816406,164.6
"(77, 147)","(438, 397)","57.358333333333334,-4.775","54.35,-2.691666666666667",448.134521484375,356.28333333333336
"(438, 397)","(476, 598)","54.35,-2.691666666666667","54.03333333333333,-1.0166666666666666",182.2443084716797,129.11666666666667
"(476, 598)","(240, 209)","54.03333333333333,-1.0166666666666666","56.0,-4.258333333333333",347.4741516113281,256.03333333333336
"(240, 209)","(279, 350)","56.0,-4.258333333333333","55.675,-3.0833333333333335",131.5382537841797,108.16666666666667
"(279, 350)","(447, 527)","55.675,-3.0833333333333335","54.275,-1.6083333333333334",229.0986328125,189.23333333333332
"(447, 527)","(40, 451)","54.275,-1.6083333333333334","57.666666666666664,-2.2416666666666667",520.3632202148438,384.5833333333333
"(40, 451)","(450, 193)","57.666666666666664,-2.2416666666666667","54.25,-4.391666666666667",inf,623.65
"(450, 193)","(151, 361)","54.25,-4.391666666666667","56.74166666666667,-2.9916666666666667",inf,523.3833333333333
"(151, 361)","(46, 266)","56.74166666666667,-2.9916666666666667","57.61666666666667,-3.783333333333333",193.47247314453125,180.3
"(46, 266)","(88, 238)","57.61666666666667,-3.783333333333333","57.266666666666666,-4.016666666666667",65.87548065185547,77.73333333333333
"(88, 238)","(256, 68)","57.266666666666666,-4.016666666666667","55.86666666666667,-5.433333333333334",281.7556457519531,262.35
"(256, 68)","(428, 3)","55.86666666666667,-5.433333333333334","54.43333333333334,-5.975",inf,412.5833333333333
"(428, 3)","(375, 361)","54.43333333333334,-5.975","54.875,-2.9916666666666667",inf,313.4166666666667
"(375, 361)","(52, 360)","54.875,-2.9916666666666667","57.56666666666667,-3.0",371.4845275878906,299.76666666666665
"(52, 360)","(44, 99)","57.56666666666667,-3.0","57.63333333333333,-5.175",256.2254638671875,143.75
"(44, 99)","(292, 277)","57.63333333333333,-5.175","55.56666666666667,-3.691666666666667",427.8573913574219,278.6
"(292, 277)","(207, 81)","55.56666666666667,-3.691666666666667","56.275,-5.325",193.01486206054688,191.48333333333332
"(207, 81)","(391, 520)","56.275,-5.325","54.74166666666667,-1.666666666666667",399.7853698730469,326.28333333333336
