
"((98.3003033, 7.9004576), (98.3002501, 7.9002477))",tertiary,road
"((99.1809802, 10.495054), (99.1809627, 10.4949275))",unclassified,road
"((99.1809627, 10.4949275), (99.1809332, 10.494851))",unclassified,road
"((99.1809332, 10.494851), (99.1805306, 10.4941395))",unclassified,road
"((99.9612319, 13.9143956), (99.9610269, 13.9144402))",service,road
"((100.8597762, 13.603369), (100.8586067, 13.6035988))",service,road
"((100.8586067, 13.6035988), (100.8585575, 13.6036188))",service,road
"((100.8585575, 13.6036188), (100.8585396, 13.6036457))",service,road
"((100.8585396, 13.6036457), (100.8585262, 13.6036979))",service,road
"((100.8585262, 13.6036979), (100.8585235, 13.6038517))",service,road
"((100.672334, 13.6150461), (100.672444, 13.6150431))",service,road
"((100.672444, 13.6150431), (100.672562, 13.6150496))",service,road
"((100.672562, 13.6150496), (100.672908, 13.6150731))",service,road
"((103.7492621, 1.3671994), (103.7492637, 1.3671391))",service,road
"((103.7492637, 1.3671391), (103.749179, 1.3671365))",service,road
"((103.749179, 1.3671365), (103.7491805, 1.3670226))",service,road
"((107.1032535, 10.7184453), (107.1027048, 10.718412))",service,road
"((101.7943717, 2.8235929), (101.7944401, 2.8234989))",unclassified,road
"((101.7944401, 2.8234989), (101.7945163, 2.8234657))",unclassified,road
"((101.7945163, 2.8234657), (101.7946479, 2.8234776))",unclassified,road
"((100.12855, 14.8871002), (100.1288374, 14.8897481))",unclassified,road
"((100.1288374, 14.8897481), (100.128865, 14.8897912))",unclassified,road
"((100.128865, 14.8897912), (100.1289005, 14.8898245))",unclassified,road
"((100.1289005, 14.8898245), (100.1289644, 14.8898498))",unclassified,road
"((100.1289644, 14.8898498), (100.1290849, 14.8898738))",unclassified,road
"((100.6622037, 4.2006246), (100.6621656, 4.2005994))",tertiary,road
"((100.6621656, 4.2005994), (100.6620001, 4.2004986))",tertiary,road
"((100.6620001, 4.2004986), (100.6619154, 4.200443))",tertiary,road
"((101.2341733, 6.5878531), (101.233904, 6.5880513))",tertiary,road
"((101.233904, 6.5880513), (101.2332981, 6.5884773))",tertiary,road
"((101.2332981, 6.5884773), (101.2330841, 6.5885849))",tertiary,road
"((101.2330841, 6.5885849), (101.2328965, 6.5886322))",tertiary,road
"((101.2328965, 6.5886322), (101.2319974, 6.5887491))",tertiary,road
"((106.1736704, 11.1842254), (106.1738372, 11.18331))",service,road
"((102.606023, 2.0471043), (102.6062501, 2.0470889))",primary,road
"((102.6062501, 2.0470889), (102.6063937, 2.0470327))",primary,road
"((100.7138378, 13.6794277), (100.7139941, 13.680304))",service,road
"((100.7139941, 13.680304), (100.7140075, 13.6803282))",service,road
"((100.7140075, 13.6803282), (100.7140215, 13.6803483))",service,road
"((100.7140215, 13.6803483), (100.7141255, 13.6804878))",service,road
"((100.7141255, 13.6804878), (100.7141436, 13.6805243))",service,road
"((96.0910243, 16.8646408), (96.0909392, 16.8649718))",unclassified,road
"((96.0909392, 16.8649718), (96.090841, 16.8655172))",unclassified,road
"((96.090841, 16.8655172), (96.0898615, 16.8676406))",unclassified,road
"((96.0898615, 16.8676406), (96.0891876, 16.8691079))",unclassified,road
"((96.0891876, 16.8691079), (96.0889967, 16.8695395))",unclassified,road
"((99.3575986, 3.2725824), (99.3575778, 3.2726261))",tertiary,road
"((99.3575778, 3.2726261), (99.3575356, 3.2726888))",tertiary,road
"((99.3575356, 3.2726888), (99.3575292, 3.2727166))",tertiary,road
"((99.3160093, 10.6674296), (99.3163327, 10.6678414))",service,road
"((101.103707, 13.7056706), (101.103825, 13.7057905))",service,road
"((101.103825, 13.7057905), (101.104061, 13.7059729))",service,road
"((101.104061, 13.7059729), (101.1043319, 13.7062139))",service,road
"((106.737977, 10.8868813), (106.7379257, 10.8867784))",primary,road
"((106.7379257, 10.8867784), (106.7376796, 10.8863072))",primary,road
"((106.7376796, 10.8863072), (106.7372408, 10.8854974))",primary,road
"((106.7372408, 10.8854974), (106.7370118, 10.8850747))",primary,road
"((106.7370118, 10.8850747), (106.7369397, 10.8849557))",primary,road
"((100.8796798, 13.5102063), (100.8796647, 13.5100386))",service,road
"((108.9696846, 1.1282627), (108.9691213, 1.1282747))",service,road
"((108.9691213, 1.1282747), (108.9689791, 1.1282412))",service,road
"((102.2233963, 2.2025895), (102.2233178, 2.2026386))",service,road
"((102.2233178, 2.2026386), (102.2233144, 2.202647))",service,road
"((102.2233144, 2.202647), (102.2233144, 2.2026561))",service,road
"((102.2233144, 2.2026561), (102.2234947, 2.2029289))",service,road
"((99.8457536, 13.6499604), (99.8459249, 13.650413))",service,road
"((99.8459249, 13.650413), (99.8464845, 13.6518865))",service,road
"((104.0909213, 1.917028), (104.090939, 1.9171502))",service,road
"((104.090939, 1.9171502), (104.0909405, 1.9171943))",service,road
"((104.0909405, 1.9171943), (104.090933, 1.9172487))",service,road
"((104.090933, 1.9172487), (104.0908941, 1.9173505))",service,road
"((104.0908941, 1.9173505), (104.0908828, 1.9173956))",service,road
"((99.5572096, 0.2700599), (99.5570862, 0.2704153))",unclassified,road
"((94.7823938, 15.7975938), (94.7820742, 15.7976978))",unclassified,road
"((94.7820742, 15.7976978), (94.7816556, 15.7978296))",unclassified,road
"((94.7816556, 15.7978296), (94.7811603, 15.7979598))",unclassified,road
"((94.7811603, 15.7979598), (94.7807239, 15.7980736))",unclassified,road
"((94.7807239, 15.7980736), (94.7802076, 15.7981303))",unclassified,road
"((106.0881933, 10.3740767), (106.0884368, 10.3740585))",unclassified,road
"((106.0884368, 10.3740585), (106.0889954, 10.3739993))",unclassified,road
"((100.6234905, 4.4433906), (100.6233488, 4.4425666))",service,road
"((100.6233488, 4.4425666), (100.6233454, 4.4425278))",service,road
"((100.6233454, 4.4425278), (100.6233515, 4.4424937))",service,road
"((100.6233515, 4.4424937), (100.6233776, 4.4424703))",service,road
"((100.6233776, 4.4424703), (100.6234608, 4.4424529))",service,road
"((102.2328723, 5.8727922), (102.2331669, 5.8730456))",tertiary,road
"((107.3385373, 10.9554891), (107.3387475, 10.9555144))",service,road
"((101.6420575, 3.1296278), (101.6419591, 3.1297201))",,rail
"((101.6419591, 3.1297201), (101.6419346, 3.1297426))",,rail
"((101.6419346, 3.1297426), (101.6418232, 3.1298572))",,rail
"((101.6418232, 3.1298572), (101.6417948, 3.1298798))",,rail
"((101.6417948, 3.1298798), (101.6417137, 3.1299332))",,rail
"((100.7027596, 13.8134336), (100.70306, 13.8133971))",service,road
"((100.70306, 13.8133971), (100.7032775, 13.8133633))",service,road
"((100.332107, 5.4231091), (100.3320558, 5.4231088))",service,road
"((100.3320558, 5.4231088), (100.3320334, 5.4231046))",service,road
"((100.3320334, 5.4231046), (100.3320111, 5.423095))",service,road
"((100.3320111, 5.423095), (100.3319902, 5.4230804))",service,road
"((100.3319902, 5.4230804), (100.3318963, 5.4229822))",service,road
"((101.4050027, 3.3784749), (101.4050559, 3.3787411))",service,road
"((98.9943368, 14.6335907), (98.9938409, 14.6338698))",service,road
"((98.9938409, 14.6338698), (98.9932648, 14.6340602))",service,road
"((98.9932648, 14.6340602), (98.9926243, 14.6341339))",service,road
"((98.9926243, 14.6341339), (98.9924449, 14.634153))",service,road
"((98.9924449, 14.634153), (98.9920366, 14.6343124))",service,road
"((100.7721765, 13.5668469), (100.7720827, 13.5664519))",service,road
"((100.7720827, 13.5664519), (100.7720719, 13.5664245))",service,road
"((100.7720719, 13.5664245), (100.7720545, 13.566414))",service,road
"((100.7720545, 13.566414), (100.7717553, 13.5664757))",service,road
"((107.3444617, 10.9520322), (107.3445126, 10.9518808))",service,road
"((107.3445126, 10.9518808), (107.344522, 10.9518545))",service,road
"((107.344522, 10.9518545), (107.3445395, 10.951836))",service,road
"((107.3445395, 10.951836), (107.3445757, 10.9518294))",service,road
"((107.3445757, 10.9518294), (107.3449442, 10.9518519))",service,road
"((101.8707289, 2.9784385), (101.8699068, 2.977697))",service,road
"((95.1872409, 16.6931268), (95.1875062, 16.6937235))",unclassified,road
"((95.1875062, 16.6937235), (95.187981, 16.6949072))",unclassified,road
"((95.187981, 16.6949072), (95.1883582, 16.6954991))",unclassified,road
"((95.1883582, 16.6954991), (95.1890152, 16.6965645))",unclassified,road
"((95.1890152, 16.6965645), (95.1896917, 16.6975987))",unclassified,road
"((99.0509909, 10.6208334), (99.0508839, 10.6205047))",service,road
"((100.0767771, 15.7862404), (100.076819, 15.7865726))",secondary,road
"((100.076819, 15.7865726), (100.0768852, 15.7870049))",secondary,road
"((100.0768852, 15.7870049), (100.0768819, 15.7870708))",secondary,road
"((108.9405209, 0.3543632), (108.9408262, 0.3554533))",unclassified,road
"((108.9408262, 0.3554533), (108.9408924, 0.3556895))",unclassified,road
"((108.9408924, 0.3556895), (108.9409312, 0.3558224))",unclassified,road
"((108.9409312, 0.3558224), (108.9411124, 0.3564426))",unclassified,road
"((108.9411124, 0.3564426), (108.9411271, 0.3564928))",unclassified,road
"((96.0196391, 5.2609052), (96.020542, 5.260546))",service,road
"((99.4282727, 2.848647), (99.4283831, 2.8486727))",unclassified,road
"((99.4283831, 2.8486727), (99.4287881, 2.8487343))",unclassified,road
"((99.4287881, 2.8487343), (99.4289651, 2.8487504))",unclassified,road
"((99.4289651, 2.8487504), (99.4290805, 2.8488067))",unclassified,road
"((99.4290805, 2.8488067), (99.4292012, 2.8489245))",unclassified,road
"((84.9142134, 56.5846646), (84.9138655, 56.5848524))",service,road
"((99.0727973, 10.5496586), (99.0729787, 10.5495553))",service,road
"((99.8175298, 8.0668649), (99.8177862, 8.0668568))",unclassified,road
"((99.8177862, 8.0668568), (99.8184085, 8.0668355))",unclassified,road
"((99.8184085, 8.0668355), (99.8185935, 8.0669325))",unclassified,road
"((99.8185935, 8.0669325), (99.8190683, 8.0670626))",unclassified,road
"((99.8190683, 8.0670626), (99.8192384, 8.0670842))",unclassified,road
"((84.5399677, 57.1395831), (84.5403205, 57.1397438))",unclassified,road
"((84.5403205, 57.1397438), (84.541292, 57.1400162))",unclassified,road
"((84.541292, 57.1400162), (84.5427511, 57.1403247))",unclassified,road
"((84.5427511, 57.1403247), (84.543743, 57.1404889))",unclassified,road
"((84.543743, 57.1404889), (84.5439361, 57.1405297))",unclassified,road
"((102.152741, 5.8632791), (102.1534702, 5.8631939))",service,road
geometry,class,subtype
"((101.8476914, 15.6081821), (101.8477061, 15.6080594))",service,road
"((101.8477061, 15.6080594), (101.8477276, 15.6079741))",service,road
"((101.8477276, 15.6079741), (101.847737, 15.6079367))",service,road
"((101.847737, 15.6079367), (101.8477437, 15.6079047))",service,road
"((101.8477437, 15.6079047), (101.8477316, 15.6077184))",service,road
"((101.1458091, 17.3410033), (101.1458192, 17.3411102))",secondary,road
"((101.1458192, 17.3411102), (101.1458473, 17.3414057))",secondary,road
"((101.1458473, 17.3414057), (101.1458928, 17.3418849))",secondary,road
"((101.1458928, 17.3418849), (101.1459752, 17.3427522))",secondary,road
"((101.1459752, 17.3427522), (101.1460222, 17.3432476))",secondary,road
"((105.8693741, 20.5267242), (105.8693567, 20.5270394))",service,road
"((102.4265253, 16.1039879), (102.4251337, 16.1040332))",unclassified,road
"((94.8169935, 20.9465574), (94.8169546, 20.9460488))",unclassified,road
"((94.8169546, 20.9460488), (94.8168612, 20.9450608))",unclassified,road
"((94.8168612, 20.9450608), (94.8167353, 20.9444083))",unclassified,road
"((105.8653996, 21.0430106), (105.8652934, 21.0421459))",secondary,road
"((107.6320526, 16.4934774), (107.6321702, 16.4937364))",service,road
"((106.8623352, 11.5405088), (106.8628513, 11.5405117))",service,road
"((95.692987, 17.1880864), (95.6930623, 17.1880919))",unclassified,road
"((95.6930623, 17.1880919), (95.693208, 17.1882256))",unclassified,road
"((95.693208, 17.1882256), (95.6934237, 17.1890387))",unclassified,road
"((95.6934237, 17.1890387), (95.6937094, 17.1900189))",unclassified,road
"((95.6937094, 17.1900189), (95.6939309, 17.1905257))",unclassified,road
"((97.5984277, 16.8792628), (97.5990417, 16.8792269))",unclassified,road
"((97.5990417, 16.8792269), (97.5994982, 16.8791257))",unclassified,road
"((97.5994982, 16.8791257), (97.5999188, 16.8789641))",unclassified,road
"((106.5243078, 21.0707431), (106.5244303, 21.0700372))",tertiary,road
"((106.5244303, 21.0700372), (106.5245491, 21.0693765))",tertiary,road
"((101.3522281, 14.0565265), (101.3523464, 14.0575871))",service,road
"((104.793359, 16.4899004), (104.7911717, 16.4913556))",tertiary,road
"((105.8112573, 21.0828678), (105.8126453, 21.0827566))",tertiary,road
"((105.8126453, 21.0827566), (105.8130886, 21.082727))",tertiary,road
"((104.2327963, 17.5797061), (104.2346093, 17.5795589))",service,road
"((104.2346093, 17.5795589), (104.2347689, 17.5795512))",service,road
"((104.2347689, 17.5795512), (104.2347836, 17.5795589))",service,road
"((104.2347836, 17.5795589), (104.2347997, 17.5795704))",service,road
"((104.2347997, 17.5795704), (104.2348091, 17.5795947))",service,road
"((104.3927543, 14.9465769), (104.3937779, 14.9463846))",unclassified,road
"((106.746597, 20.706031), (106.7462269, 20.7066806))",service,road
"((106.7672549, 20.731903), (106.7721976, 20.7357317))",service,road
"((106.7721976, 20.7357317), (106.7722446, 20.7357685))",service,road
"((106.7722446, 20.7357685), (106.7739585, 20.7370986))",service,road
"((106.7739585, 20.7370986), (106.774845, 20.7377834))",service,road
"((106.774845, 20.7377834), (106.7754994, 20.7383039))",service,road
"((101.7282802, 16.0053645), (101.7266242, 16.005621))",secondary,road
"((101.7266242, 16.005621), (101.7253475, 16.0058714))",secondary,road
"((100.1581713, 17.0757649), (100.1581639, 17.0757693))",primary,road
"((100.1581639, 17.0757693), (100.158128, 17.0757911))",primary,road
"((99.5977772, 21.3653953), (99.5978738, 21.366412))",primary,road
"((105.6523386, 19.4943515), (105.6519995, 19.4941909))",secondary,road
"((105.6519995, 19.4941909), (105.649829, 19.493132))",secondary,road
"((105.649829, 19.493132), (105.6494034, 19.4929598))",secondary,road
"((102.4793912, 18.2695844), (102.4794528, 18.2696187))",unclassified,road
"((102.4794528, 18.2696187), (102.4797848, 18.269705))",unclassified,road
"((102.4797848, 18.269705), (102.4802685, 18.2698851))",unclassified,road
"((102.4802685, 18.2698851), (102.481354, 18.2703626))",unclassified,road
"((102.6838942, 17.743918), (102.6844561, 17.7445917))",service,road
"((102.6844561, 17.7445917), (102.684845, 17.7443337))",service,road
"((102.684845, 17.7443337), (102.6853703, 17.7439911))",service,road
"((96.0580775, 21.9338587), (96.0580896, 21.9339943))",service,road
"((96.0580896, 21.9339943), (96.0580842, 21.9340216))",service,road
"((96.0580842, 21.9340216), (96.0580493, 21.9340303))",service,road
"((96.0580493, 21.9340303), (96.0576068, 21.9340863))",service,road
"((102.0553601, 15.8083517), (102.0554191, 15.8083582))",service,road
"((102.0554191, 15.8083582), (102.0555277, 15.8083569))",service,road
"((102.0555277, 15.8083569), (102.0555961, 15.8083556))",service,road
"((107.9403359, 14.0535146), (107.9404559, 14.0536933))",service,road
"((105.0115621, 21.6674903), (105.0117078, 21.6681735))",service,road
"((100.3152625, 16.2982797), (100.3155667, 16.2981551))",service,road
"((100.2545619, 18.2709714), (100.2546371, 18.2709348))",service,road
"((100.2546371, 18.2709348), (100.2548899, 18.2706625))",service,road
"((100.2548899, 18.2706625), (100.255116, 18.2703509))",service,road
"((102.0907582, 15.6853011), (102.0907237, 15.6852578))",service,road
"((102.0907237, 15.6852578), (102.0907076, 15.6852197))",service,road
"((102.0907076, 15.6852197), (102.0907096, 15.685179))",service,road
"((102.0907096, 15.685179), (102.0907203, 15.68513))",service,road
"((102.0907203, 15.68513), (102.0907357, 15.6850706))",service,road
"((105.3386655, 21.2224263), (105.3387246, 21.2225188))",service,road
"((105.3387246, 21.2225188), (105.3387313, 21.2225488))",service,road
"((105.3387313, 21.2225488), (105.3387219, 21.2225814))",service,road
"((106.1754205, 11.4405685), (106.1754578, 11.4402064))",primary,road
"((104.0307712, 13.3364219), (104.0309045, 13.3365025))",unclassified,road
"((104.0309045, 13.3365025), (104.0312275, 13.3366675))",unclassified,road
"((104.0312275, 13.3366675), (104.0314071, 13.3367427))",unclassified,road
"((104.0314071, 13.3367427), (104.0316544, 13.3368229))",unclassified,road
"((104.0316544, 13.3368229), (104.0321399, 13.3369525))",unclassified,road
"((105.7849839, 21.0472632), (105.7844932, 21.0472593))",service,road
"((101.5312484, 13.9115959), (101.5313175, 13.9115282))",service,road
"((101.5313175, 13.9115282), (101.5313342, 13.9114937))",service,road
"((101.5313342, 13.9114937), (101.5313463, 13.9113394))",service,road
"((95.1745747, 16.9002136), (95.1742071, 16.9011942))",secondary,road
"((95.1742071, 16.9011942), (95.1740874, 16.90149))",secondary,road
"((103.0062849, 16.1216801), (103.0063214, 16.1210652))",service,road
"((103.0063214, 16.1210652), (103.0063225, 16.1210465))",service,road
"((103.0063225, 16.1210465), (103.006324, 16.120869))",service,road
"((94.5287936, 20.5925202), (94.5286062, 20.592635))",unclassified,road
"((94.5286062, 20.592635), (94.5284744, 20.5927528))",unclassified,road
"((105.6908765, 19.8706355), (105.6908901, 19.8706343))",secondary,road
"((95.2112666, 17.269243), (95.2123502, 17.2686488))",unclassified,road
"((95.2123502, 17.2686488), (95.2130771, 17.2682851))",unclassified,road
